Dataset identifier,Study identifier,Disease identifier,Endpoint identifier,Environment identifier,Measurement-scale identifier,Response direction,Study role,Data source,Reported observations (n),Observations in quantitative summaries (n),Descriptive or supporting observations (n),Observations with categorical responses (n),Observations with numerical responses (n),Observations assessed using the candidate criterion (n)
prom_ethiopia_anthracnose_subset_2022,prom_ethiopia_anthracnose_subset_2022,anthracnose,reported_reaction_class,isabela_puerto_rico_2019,reported_R_S_V_class,Resistant classification is favorable,Accession,Publicly available study source,93,93,0,93,0,93
prom_ethiopia_anthracnose_subset_2022,prom_ethiopia_anthracnose_subset_2022,anthracnose,reported_reaction_class,isabela_puerto_rico_2019,reported_R_S_V_class,Resistant classification is favorable,Accession with a printed label discrepancy,Publicly available study source,1,1,0,1,0,1
prom_ethiopia_anthracnose_subset_2022,prom_ethiopia_anthracnose_subset_2022,anthracnose,reported_reaction_class,isabela_puerto_rico_2019,reported_R_S_V_class,Resistant classification is favorable,Resistant check,Publicly available study source,1,1,0,1,0,0
prom_ethiopia_anthracnose_subset_2022,prom_ethiopia_anthracnose_subset_2022,anthracnose,reported_reaction_class,isabela_puerto_rico_2019,reported_R_S_V_class,Resistant classification is favorable,Susceptible check,Publicly available study source,2,2,0,2,0,0
prom_ethiopia_anthracnose_subset_2022,prom_ethiopia_anthracnose_subset_2022,anthracnose,reported_reaction_class,isabela_puerto_rico_2020,reported_R_S_V_class,Resistant classification is favorable,Accession,Publicly available study source,93,93,0,64,0,93
prom_ethiopia_anthracnose_subset_2022,prom_ethiopia_anthracnose_subset_2022,anthracnose,reported_reaction_class,isabela_puerto_rico_2020,reported_R_S_V_class,Resistant classification is favorable,Accession with a printed label discrepancy,Publicly available study source,1,1,0,0,0,1
prom_ethiopia_anthracnose_subset_2022,prom_ethiopia_anthracnose_subset_2022,anthracnose,reported_reaction_class,isabela_puerto_rico_2020,reported_R_S_V_class,Resistant classification is favorable,Resistant check,Publicly available study source,1,1,0,1,0,0
prom_ethiopia_anthracnose_subset_2022,prom_ethiopia_anthracnose_subset_2022,anthracnose,reported_reaction_class,isabela_puerto_rico_2020,reported_R_S_V_class,Resistant classification is favorable,Susceptible check,Publicly available study source,2,2,0,2,0,0
prom_ethiopia_anthracnose_weather_2010,prom_ethiopia_anthracnose_weather_2010,anthracnose,anthracnose_audpc,southern_ethiopia_2007,audpc_from_repeated_severity_percent,Lower values indicate a more favorable response,Local susceptible check,Publicly available study source,1,1,0,1,1,0
prom_ethiopia_anthracnose_weather_2010,prom_ethiopia_anthracnose_weather_2010,anthracnose,anthracnose_audpc,southern_ethiopia_2007,audpc_from_repeated_severity_percent,Lower values indicate a more favorable response,Resistant line,Publicly available study source,2,2,0,2,2,0
prom_ethiopia_anthracnose_weather_2010,prom_ethiopia_anthracnose_weather_2010,anthracnose,anthracnose_audpc,southern_ethiopia_2007,audpc_from_repeated_severity_percent,Lower values indicate a more favorable response,Universally susceptible cultivar,Publicly available study source,1,1,0,1,1,0
prom_ethiopia_anthracnose_weather_2010,prom_ethiopia_anthracnose_weather_2010,anthracnose,anthracnose_audpc,southern_ethiopia_2007_2008_mean,audpc_from_repeated_severity_percent,Lower values indicate a more favorable response,Local susceptible check,Publicly available study source,1,1,0,1,1,0
prom_ethiopia_anthracnose_weather_2010,prom_ethiopia_anthracnose_weather_2010,anthracnose,anthracnose_audpc,southern_ethiopia_2007_2008_mean,audpc_from_repeated_severity_percent,Lower values indicate a more favorable response,Resistant line,Publicly available study source,2,2,0,2,2,0
prom_ethiopia_anthracnose_weather_2010,prom_ethiopia_anthracnose_weather_2010,anthracnose,anthracnose_audpc,southern_ethiopia_2007_2008_mean,audpc_from_repeated_severity_percent,Lower values indicate a more favorable response,Universally susceptible cultivar,Publicly available study source,1,1,0,1,1,0
prom_ethiopia_anthracnose_weather_2010,prom_ethiopia_anthracnose_weather_2010,anthracnose,anthracnose_audpc,southern_ethiopia_2008,audpc_from_repeated_severity_percent,Lower values indicate a more favorable response,Local susceptible check,Publicly available study source,1,1,0,1,1,0
prom_ethiopia_anthracnose_weather_2010,prom_ethiopia_anthracnose_weather_2010,anthracnose,anthracnose_audpc,southern_ethiopia_2008,audpc_from_repeated_severity_percent,Lower values indicate a more favorable response,Resistant line,Publicly available study source,2,2,0,2,2,0
prom_ethiopia_anthracnose_weather_2010,prom_ethiopia_anthracnose_weather_2010,anthracnose,anthracnose_audpc,southern_ethiopia_2008,audpc_from_repeated_severity_percent,Lower values indicate a more favorable response,Universally susceptible cultivar,Publicly available study source,1,1,0,1,1,0
prom_ethiopia_anthracnose_weather_2010,prom_ethiopia_anthracnose_weather_2010,anthracnose,final_anthracnose_severity_percent_130_dap,southern_ethiopia_2007,anthracnose_severity_percent_1_100,Lower values indicate a more favorable response,Local susceptible check,Publicly available study source,1,1,0,1,1,0
prom_ethiopia_anthracnose_weather_2010,prom_ethiopia_anthracnose_weather_2010,anthracnose,final_anthracnose_severity_percent_130_dap,southern_ethiopia_2007,anthracnose_severity_percent_1_100,Lower values indicate a more favorable response,Resistant line,Publicly available study source,2,2,0,2,2,0
prom_ethiopia_anthracnose_weather_2010,prom_ethiopia_anthracnose_weather_2010,anthracnose,final_anthracnose_severity_percent_130_dap,southern_ethiopia_2007,anthracnose_severity_percent_1_100,Lower values indicate a more favorable response,Universally susceptible cultivar,Publicly available study source,1,1,0,1,1,0
prom_ethiopia_anthracnose_weather_2010,prom_ethiopia_anthracnose_weather_2010,anthracnose,final_anthracnose_severity_percent_130_dap,southern_ethiopia_2007_2008_mean,anthracnose_severity_percent_1_100,Lower values indicate a more favorable response,Local susceptible check,Publicly available study source,1,1,0,1,1,0
prom_ethiopia_anthracnose_weather_2010,prom_ethiopia_anthracnose_weather_2010,anthracnose,final_anthracnose_severity_percent_130_dap,southern_ethiopia_2007_2008_mean,anthracnose_severity_percent_1_100,Lower values indicate a more favorable response,Resistant line,Publicly available study source,2,2,0,2,2,0
prom_ethiopia_anthracnose_weather_2010,prom_ethiopia_anthracnose_weather_2010,anthracnose,final_anthracnose_severity_percent_130_dap,southern_ethiopia_2007_2008_mean,anthracnose_severity_percent_1_100,Lower values indicate a more favorable response,Universally susceptible cultivar,Publicly available study source,1,1,0,1,1,0
prom_ethiopia_anthracnose_weather_2010,prom_ethiopia_anthracnose_weather_2010,anthracnose,final_anthracnose_severity_percent_130_dap,southern_ethiopia_2008,anthracnose_severity_percent_1_100,Lower values indicate a more favorable response,Local susceptible check,Publicly available study source,1,1,0,1,1,0
prom_ethiopia_anthracnose_weather_2010,prom_ethiopia_anthracnose_weather_2010,anthracnose,final_anthracnose_severity_percent_130_dap,southern_ethiopia_2008,anthracnose_severity_percent_1_100,Lower values indicate a more favorable response,Resistant line,Publicly available study source,2,2,0,2,2,0
prom_ethiopia_anthracnose_weather_2010,prom_ethiopia_anthracnose_weather_2010,anthracnose,final_anthracnose_severity_percent_130_dap,southern_ethiopia_2008,anthracnose_severity_percent_1_100,Lower values indicate a more favorable response,Universally susceptible cultivar,Publicly available study source,1,1,0,1,1,0
prom_ethiopia_anthracnose_weather_2010,prom_ethiopia_anthracnose_weather_2010,anthracnose,initial_anthracnose_severity_percent_60_dap,southern_ethiopia_2007,anthracnose_severity_percent_1_100,Lower values indicate a more favorable response,Local susceptible check,Publicly available study source,1,1,0,1,1,0
prom_ethiopia_anthracnose_weather_2010,prom_ethiopia_anthracnose_weather_2010,anthracnose,initial_anthracnose_severity_percent_60_dap,southern_ethiopia_2007,anthracnose_severity_percent_1_100,Lower values indicate a more favorable response,Resistant line,Publicly available study source,2,2,0,2,2,0
prom_ethiopia_anthracnose_weather_2010,prom_ethiopia_anthracnose_weather_2010,anthracnose,initial_anthracnose_severity_percent_60_dap,southern_ethiopia_2007,anthracnose_severity_percent_1_100,Lower values indicate a more favorable response,Universally susceptible cultivar,Publicly available study source,1,1,0,1,1,0
prom_ethiopia_anthracnose_weather_2010,prom_ethiopia_anthracnose_weather_2010,anthracnose,initial_anthracnose_severity_percent_60_dap,southern_ethiopia_2007_2008_mean,anthracnose_severity_percent_1_100,Lower values indicate a more favorable response,Local susceptible check,Publicly available study source,1,1,0,1,1,0
prom_ethiopia_anthracnose_weather_2010,prom_ethiopia_anthracnose_weather_2010,anthracnose,initial_anthracnose_severity_percent_60_dap,southern_ethiopia_2007_2008_mean,anthracnose_severity_percent_1_100,Lower values indicate a more favorable response,Resistant line,Publicly available study source,2,2,0,2,2,0
prom_ethiopia_anthracnose_weather_2010,prom_ethiopia_anthracnose_weather_2010,anthracnose,initial_anthracnose_severity_percent_60_dap,southern_ethiopia_2007_2008_mean,anthracnose_severity_percent_1_100,Lower values indicate a more favorable response,Universally susceptible cultivar,Publicly available study source,1,1,0,1,1,0
prom_ethiopia_anthracnose_weather_2010,prom_ethiopia_anthracnose_weather_2010,anthracnose,initial_anthracnose_severity_percent_60_dap,southern_ethiopia_2008,anthracnose_severity_percent_1_100,Lower values indicate a more favorable response,Local susceptible check,Publicly available study source,1,1,0,1,1,0
prom_ethiopia_anthracnose_weather_2010,prom_ethiopia_anthracnose_weather_2010,anthracnose,initial_anthracnose_severity_percent_60_dap,southern_ethiopia_2008,anthracnose_severity_percent_1_100,Lower values indicate a more favorable response,Resistant line,Publicly available study source,2,2,0,2,2,0
prom_ethiopia_anthracnose_weather_2010,prom_ethiopia_anthracnose_weather_2010,anthracnose,initial_anthracnose_severity_percent_60_dap,southern_ethiopia_2008,anthracnose_severity_percent_1_100,Lower values indicate a more favorable response,Universally susceptible cultivar,Publicly available study source,1,1,0,1,1,0
prom_ethiopia_anthracnose_weather_2010,prom_ethiopia_anthracnose_weather_2010,anthracnose,mean_anthracnose_severity_percent,southern_ethiopia_2007,anthracnose_severity_percent_1_100,Lower values indicate a more favorable response,Local susceptible check,Publicly available study source,1,1,0,1,1,0
prom_ethiopia_anthracnose_weather_2010,prom_ethiopia_anthracnose_weather_2010,anthracnose,mean_anthracnose_severity_percent,southern_ethiopia_2007,anthracnose_severity_percent_1_100,Lower values indicate a more favorable response,Resistant line,Publicly available study source,2,2,0,2,2,0
prom_ethiopia_anthracnose_weather_2010,prom_ethiopia_anthracnose_weather_2010,anthracnose,mean_anthracnose_severity_percent,southern_ethiopia_2007,anthracnose_severity_percent_1_100,Lower values indicate a more favorable response,Universally susceptible cultivar,Publicly available study source,1,1,0,1,1,0
prom_ethiopia_anthracnose_weather_2010,prom_ethiopia_anthracnose_weather_2010,anthracnose,mean_anthracnose_severity_percent,southern_ethiopia_2007_2008_mean,anthracnose_severity_percent_1_100,Lower values indicate a more favorable response,Local susceptible check,Publicly available study source,1,1,0,1,1,0
prom_ethiopia_anthracnose_weather_2010,prom_ethiopia_anthracnose_weather_2010,anthracnose,mean_anthracnose_severity_percent,southern_ethiopia_2007_2008_mean,anthracnose_severity_percent_1_100,Lower values indicate a more favorable response,Resistant line,Publicly available study source,2,2,0,2,2,0
prom_ethiopia_anthracnose_weather_2010,prom_ethiopia_anthracnose_weather_2010,anthracnose,mean_anthracnose_severity_percent,southern_ethiopia_2007_2008_mean,anthracnose_severity_percent_1_100,Lower values indicate a more favorable response,Universally susceptible cultivar,Publicly available study source,1,1,0,1,1,0
prom_ethiopia_anthracnose_weather_2010,prom_ethiopia_anthracnose_weather_2010,anthracnose,mean_anthracnose_severity_percent,southern_ethiopia_2008,anthracnose_severity_percent_1_100,Lower values indicate a more favorable response,Local susceptible check,Publicly available study source,1,1,0,1,1,0
prom_ethiopia_anthracnose_weather_2010,prom_ethiopia_anthracnose_weather_2010,anthracnose,mean_anthracnose_severity_percent,southern_ethiopia_2008,anthracnose_severity_percent_1_100,Lower values indicate a more favorable response,Resistant line,Publicly available study source,2,2,0,2,2,0
prom_ethiopia_anthracnose_weather_2010,prom_ethiopia_anthracnose_weather_2010,anthracnose,mean_anthracnose_severity_percent,southern_ethiopia_2008,anthracnose_severity_percent_1_100,Lower values indicate a more favorable response,Universally susceptible cultivar,Publicly available study source,1,1,0,1,1,0
prom_ethiopia_grain_mold_2024,prom_ethiopia_grain_mold_2024,grain_mold,reported_replicate_count,isabela_2014_mayaguez_2015_combined,count,Descriptive endpoint,Accession,Publicly available study source,330,330,0,329,329,330
prom_ethiopia_grain_mold_2024,prom_ethiopia_grain_mold_2024,grain_mold,seed_deterioration_mean,isabela_2014_mayaguez_2015_combined,seed_deterioration_score_1_5_mean,Lower values indicate a more favorable response,Accession,Publicly available study source,330,330,0,328,328,330
prom_ethiopia_grain_mold_2024,prom_ethiopia_grain_mold_2024,grain_mold,seed_deterioration_sd,isabela_2014_mayaguez_2015_combined,seed_deterioration_score_1_5_sd,Descriptive endpoint,Accession,Publicly available study source,330,330,0,328,328,330
prom_ethiopia_grain_mold_2024,prom_ethiopia_grain_mold_2024,grain_mold,seed_emergence_mean,isabela_2014_mayaguez_2015_combined,percent_0_100_mean,Higher values indicate a more favorable response,Accession,Publicly available study source,330,330,0,329,329,330
prom_ethiopia_grain_mold_2024,prom_ethiopia_grain_mold_2024,grain_mold,seed_emergence_sd,isabela_2014_mayaguez_2015_combined,percent_0_100_sd,Descriptive endpoint,Accession,Publicly available study source,330,330,0,329,329,330
prom_ethiopia_mali_fusarium_2013,prom_ethiopia_mali_fusarium_2013,grain_mold,field_panicle_grain_mold_severity_lsmean,isabela_puerto_rico_2006_rainy_season_mesh_screen_f_thapsinum_inoculation,grain_mold_score_1_5_field_panicle_f_thapsinum,Lower values indicate a more favorable response,Accession,Publicly available study source,38,38,0,38,38,38
prom_ethiopia_mali_fusarium_2013,prom_ethiopia_mali_fusarium_2013,grain_mold,field_panicle_grain_mold_severity_lsmean,isabela_puerto_rico_2006_rainy_season_mesh_screen_f_thapsinum_inoculation,grain_mold_score_1_5_field_panicle_f_thapsinum,Lower values indicate a more favorable response,Resistant control,Publicly available study source,2,2,0,2,2,0
prom_ethiopia_mali_fusarium_2013,prom_ethiopia_mali_fusarium_2013,grain_mold,field_panicle_grain_mold_severity_lsmean,isabela_puerto_rico_2006_rainy_season_mesh_screen_f_thapsinum_inoculation,grain_mold_score_1_5_field_panicle_f_thapsinum,Lower values indicate a more favorable response,Susceptible control,Publicly available study source,2,2,0,2,2,0
prom_ethiopia_mali_fusarium_2013,prom_ethiopia_mali_fusarium_2013,grain_mold,germination_percent_lsmean,isabela_puerto_rico_2006_rainy_season_mesh_screen_f_thapsinum_inoculation,germination_percent_0_100,Higher values indicate a more favorable response,Accession,Publicly available study source,38,38,0,38,38,38
prom_ethiopia_mali_fusarium_2013,prom_ethiopia_mali_fusarium_2013,grain_mold,germination_percent_lsmean,isabela_puerto_rico_2006_rainy_season_mesh_screen_f_thapsinum_inoculation,germination_percent_0_100,Higher values indicate a more favorable response,Resistant control,Publicly available study source,2,2,0,2,2,0
prom_ethiopia_mali_fusarium_2013,prom_ethiopia_mali_fusarium_2013,grain_mold,germination_percent_lsmean,isabela_puerto_rico_2006_rainy_season_mesh_screen_f_thapsinum_inoculation,germination_percent_0_100,Higher values indicate a more favorable response,Susceptible control,Publicly available study source,2,2,0,2,2,0
prom_ethiopia_mali_fusarium_2013,prom_ethiopia_mali_fusarium_2013,grain_mold,hundred_seed_weight_g_lsmean,isabela_puerto_rico_2006_rainy_season_mesh_screen_f_thapsinum_inoculation,hundred_seed_weight_g,Descriptive endpoint,Accession,Publicly available study source,38,38,0,38,38,38
prom_ethiopia_mali_fusarium_2013,prom_ethiopia_mali_fusarium_2013,grain_mold,hundred_seed_weight_g_lsmean,isabela_puerto_rico_2006_rainy_season_mesh_screen_f_thapsinum_inoculation,hundred_seed_weight_g,Descriptive endpoint,Resistant control,Publicly available study source,2,2,0,2,2,0
prom_ethiopia_mali_fusarium_2013,prom_ethiopia_mali_fusarium_2013,grain_mold,hundred_seed_weight_g_lsmean,isabela_puerto_rico_2006_rainy_season_mesh_screen_f_thapsinum_inoculation,hundred_seed_weight_g,Descriptive endpoint,Susceptible control,Publicly available study source,2,2,0,2,2,0
prom_ethiopia_mali_fusarium_2013,prom_ethiopia_mali_fusarium_2013,grain_mold,threshed_grain_mold_severity_lsmean,isabela_puerto_rico_2006_rainy_season_mesh_screen_f_thapsinum_inoculation,grain_mold_score_1_5_threshed_seed_f_thapsinum,Lower values indicate a more favorable response,Accession,Publicly available study source,38,38,0,38,38,38
prom_ethiopia_mali_fusarium_2013,prom_ethiopia_mali_fusarium_2013,grain_mold,threshed_grain_mold_severity_lsmean,isabela_puerto_rico_2006_rainy_season_mesh_screen_f_thapsinum_inoculation,grain_mold_score_1_5_threshed_seed_f_thapsinum,Lower values indicate a more favorable response,Resistant control,Publicly available study source,2,2,0,2,2,0
prom_ethiopia_mali_fusarium_2013,prom_ethiopia_mali_fusarium_2013,grain_mold,threshed_grain_mold_severity_lsmean,isabela_puerto_rico_2006_rainy_season_mesh_screen_f_thapsinum_inoculation,grain_mold_score_1_5_threshed_seed_f_thapsinum,Lower values indicate a more favorable response,Susceptible control,Publicly available study source,2,2,0,2,2,0
prom_excised_leaf_screen_2015,prom_excised_leaf_screen_2015,anthracnose,excised_leaf_reported_reaction_class,laboratory_excised_leaf_assay_date_not_reported,reported_plus_susceptible_minus_resistant,A plus sign denotes susceptibility and a minus sign denotes resistance,Line,Publicly available study source,12,12,0,12,0,12
prom_excised_leaf_screen_2015,prom_excised_leaf_screen_2015,anthracnose,excised_leaf_reported_reaction_class,laboratory_excised_leaf_assay_date_not_reported,reported_plus_susceptible_minus_resistant,A plus sign denotes susceptibility and a minus sign denotes resistance,Resistant check,Publicly available study source,1,1,0,1,0,0
prom_excised_leaf_screen_2015,prom_excised_leaf_screen_2015,anthracnose,excised_leaf_reported_reaction_class,laboratory_excised_leaf_assay_date_not_reported,reported_plus_susceptible_minus_resistant,A plus sign denotes susceptibility and a minus sign denotes resistance,Susceptible check,Publicly available study source,3,3,0,3,0,0
prom_excised_leaf_screen_2015,prom_excised_leaf_screen_2015,anthracnose,greenhouse_mean_score,greenhouse_whole_plant_assay_date_not_reported,anthracnose_score_1_5_greenhouse_mean,Lower values indicate a more favorable response,Line,Publicly available study source,12,12,0,12,12,12
prom_excised_leaf_screen_2015,prom_excised_leaf_screen_2015,anthracnose,greenhouse_mean_score,greenhouse_whole_plant_assay_date_not_reported,anthracnose_score_1_5_greenhouse_mean,Lower values indicate a more favorable response,Resistant check,Publicly available study source,1,1,0,1,1,0
prom_excised_leaf_screen_2015,prom_excised_leaf_screen_2015,anthracnose,greenhouse_mean_score,greenhouse_whole_plant_assay_date_not_reported,anthracnose_score_1_5_greenhouse_mean,Lower values indicate a more favorable response,Susceptible check,Publicly available study source,3,3,0,3,3,0
prom_excised_leaf_screen_2015,prom_excised_leaf_screen_2015,anthracnose,greenhouse_reported_reaction_class,greenhouse_whole_plant_assay_date_not_reported,reported_plus_susceptible_minus_resistant,A plus sign denotes susceptibility and a minus sign denotes resistance,Line,Publicly available study source,12,12,0,12,0,12
prom_excised_leaf_screen_2015,prom_excised_leaf_screen_2015,anthracnose,greenhouse_reported_reaction_class,greenhouse_whole_plant_assay_date_not_reported,reported_plus_susceptible_minus_resistant,A plus sign denotes susceptibility and a minus sign denotes resistance,Resistant check,Publicly available study source,1,1,0,1,0,0
prom_excised_leaf_screen_2015,prom_excised_leaf_screen_2015,anthracnose,greenhouse_reported_reaction_class,greenhouse_whole_plant_assay_date_not_reported,reported_plus_susceptible_minus_resistant,A plus sign denotes susceptibility and a minus sign denotes resistance,Susceptible check,Publicly available study source,3,3,0,3,0,0
prom_four_country_anthracnose_2012,prom_four_country_anthracnose_2012,anthracnose,reported_rating_token,college_station_texas_2007,anthracnose_score_1_5_single_or_replication_vector,Lower values indicate a more favorable response,Accession,Publicly available study source,72,72,0,72,50,72
prom_four_country_anthracnose_2012,prom_four_country_anthracnose_2012,anthracnose,reported_rating_token,college_station_texas_2007,anthracnose_score_1_5_single_or_replication_vector,Lower values indicate a more favorable response,Resistant control,Publicly available study source,1,1,0,1,1,0
prom_four_country_anthracnose_2012,prom_four_country_anthracnose_2012,anthracnose,reported_rating_token,college_station_texas_2007,anthracnose_score_1_5_single_or_replication_vector,Lower values indicate a more favorable response,Susceptible control,Publicly available study source,1,1,0,1,1,0
prom_four_country_anthracnose_2012,prom_four_country_anthracnose_2012,anthracnose,reported_rating_token,college_station_texas_2008,anthracnose_score_1_5_single_or_replication_vector,Lower values indicate a more favorable response,Accession,Publicly available study source,72,72,0,72,51,72
prom_four_country_anthracnose_2012,prom_four_country_anthracnose_2012,anthracnose,reported_rating_token,college_station_texas_2008,anthracnose_score_1_5_single_or_replication_vector,Lower values indicate a more favorable response,Resistant control,Publicly available study source,1,1,0,1,1,0
prom_four_country_anthracnose_2012,prom_four_country_anthracnose_2012,anthracnose,reported_rating_token,college_station_texas_2008,anthracnose_score_1_5_single_or_replication_vector,Lower values indicate a more favorable response,Susceptible control,Publicly available study source,1,1,0,1,1,0
prom_four_country_anthracnose_2012,prom_four_country_anthracnose_2012,anthracnose,reported_rating_token,isabela_puerto_rico_multiple_years_unspecified,anthracnose_score_1_5_single_or_replication_vector,Lower values indicate a more favorable response,Accession,Publicly available study source,72,72,0,71,66,72
prom_four_country_anthracnose_2012,prom_four_country_anthracnose_2012,anthracnose,reported_rating_token,isabela_puerto_rico_multiple_years_unspecified,anthracnose_score_1_5_single_or_replication_vector,Lower values indicate a more favorable response,Resistant control,Publicly available study source,1,1,0,1,1,0
prom_four_country_anthracnose_2012,prom_four_country_anthracnose_2012,anthracnose,reported_rating_token,isabela_puerto_rico_multiple_years_unspecified,anthracnose_score_1_5_single_or_replication_vector,Lower values indicate a more favorable response,Susceptible control,Publicly available study source,1,1,0,1,1,0
prom_four_country_anthracnose_2012,prom_four_country_anthracnose_2012,anthracnose,reported_reaction_class,college_station_texas_2007_2008_combined,reported_R_S_class,Resistant classification is favorable,Accession,Publicly available study source,72,72,0,72,0,72
prom_four_country_anthracnose_2012,prom_four_country_anthracnose_2012,anthracnose,reported_reaction_class,college_station_texas_2007_2008_combined,reported_R_S_class,Resistant classification is favorable,Resistant control,Publicly available study source,1,1,0,1,0,0
prom_four_country_anthracnose_2012,prom_four_country_anthracnose_2012,anthracnose,reported_reaction_class,college_station_texas_2007_2008_combined,reported_R_S_class,Resistant classification is favorable,Susceptible control,Publicly available study source,1,1,0,1,0,0
prom_four_country_anthracnose_2012,prom_four_country_anthracnose_2012,anthracnose,reported_reaction_class,isabela_puerto_rico_multiple_years_unspecified,reported_R_S_class,Resistant classification is favorable,Accession,Publicly available study source,72,72,0,71,0,72
prom_four_country_anthracnose_2012,prom_four_country_anthracnose_2012,anthracnose,reported_reaction_class,isabela_puerto_rico_multiple_years_unspecified,reported_R_S_class,Resistant classification is favorable,Resistant control,Publicly available study source,1,1,0,1,0,0
prom_four_country_anthracnose_2012,prom_four_country_anthracnose_2012,anthracnose,reported_reaction_class,isabela_puerto_rico_multiple_years_unspecified,reported_R_S_class,Resistant classification is favorable,Susceptible control,Publicly available study source,1,1,0,1,0,0
prom_grain_mold_differentials_pr_2023,prom_grain_mold_differentials_pr_2023,grain_mold,germination_percent_lsmean,isabela_puerto_rico_2019_2020_combined,germination_percent_0_100,Higher values indicate a more favorable response,Anthracnose or head smut differential line,Publicly available study source,23,23,0,23,23,0
prom_grain_mold_differentials_pr_2023,prom_grain_mold_differentials_pr_2023,grain_mold,grain_mold_severity_lsmean,isabela_puerto_rico_2019_2020_combined,grain_mold_severity_score_1_5,Lower values indicate a more favorable response,Anthracnose or head smut differential line,Publicly available study source,23,23,0,23,23,0
prom_grain_mold_differentials_pr_2023,prom_grain_mold_differentials_pr_2023,grain_mold,hundred_seed_weight_g_lsmean,isabela_puerto_rico_2019_2020_combined,grams_per_100_seeds,Descriptive endpoint,Anthracnose or head smut differential line,Publicly available study source,23,23,0,23,23,0
prom_head_smut_isolate_variability_2024,prom_head_smut_isolate_variability_2024,head_smut,isolate_reaction,isolate_HS107,binary_reaction_R_S,Resistant classification is favorable,Differential line,Publicly available study source,6,6,0,6,0,0
prom_head_smut_isolate_variability_2024,prom_head_smut_isolate_variability_2024,head_smut,isolate_reaction,isolate_HS109,binary_reaction_R_S,Resistant classification is favorable,Differential line,Publicly available study source,6,6,0,6,0,0
prom_head_smut_isolate_variability_2024,prom_head_smut_isolate_variability_2024,head_smut,isolate_reaction,isolate_HS122,binary_reaction_R_S,Resistant classification is favorable,Differential line,Publicly available study source,6,6,0,6,0,0
prom_head_smut_isolate_variability_2024,prom_head_smut_isolate_variability_2024,head_smut,isolate_reaction,isolate_HS124,binary_reaction_R_S,Resistant classification is favorable,Differential line,Publicly available study source,6,6,0,6,0,0
prom_head_smut_isolate_variability_2024,prom_head_smut_isolate_variability_2024,head_smut,isolate_reaction,isolate_HS13,binary_reaction_R_S,Resistant classification is favorable,Differential line,Publicly available study source,6,6,0,6,0,0
prom_head_smut_isolate_variability_2024,prom_head_smut_isolate_variability_2024,head_smut,isolate_reaction,isolate_HS130,binary_reaction_R_S,Resistant classification is favorable,Differential line,Publicly available study source,6,6,0,6,0,0
prom_head_smut_isolate_variability_2024,prom_head_smut_isolate_variability_2024,head_smut,isolate_reaction,isolate_HS22,binary_reaction_R_S,Resistant classification is favorable,Differential line,Publicly available study source,6,6,0,6,0,0
prom_head_smut_isolate_variability_2024,prom_head_smut_isolate_variability_2024,head_smut,isolate_reaction,isolate_HS35,binary_reaction_R_S,Resistant classification is favorable,Differential line,Publicly available study source,6,6,0,6,0,0
prom_head_smut_isolate_variability_2024,prom_head_smut_isolate_variability_2024,head_smut,isolate_reaction,isolate_HS37,binary_reaction_R_S,Resistant classification is favorable,Differential line,Publicly available study source,6,6,0,6,0,0
prom_head_smut_isolate_variability_2024,prom_head_smut_isolate_variability_2024,head_smut,isolate_reaction,isolate_HS40,binary_reaction_R_S,Resistant classification is favorable,Differential line,Publicly available study source,6,6,0,6,0,0
prom_head_smut_isolate_variability_2024,prom_head_smut_isolate_variability_2024,head_smut,isolate_reaction,isolate_HS44,binary_reaction_R_S,Resistant classification is favorable,Differential line,Publicly available study source,6,6,0,6,0,0
prom_head_smut_isolate_variability_2024,prom_head_smut_isolate_variability_2024,head_smut,isolate_reaction,isolate_HS47,binary_reaction_R_S,Resistant classification is favorable,Differential line,Publicly available study source,6,6,0,6,0,0
prom_head_smut_isolate_variability_2024,prom_head_smut_isolate_variability_2024,head_smut,isolate_reaction,isolate_HS49,binary_reaction_R_S,Resistant classification is favorable,Differential line,Publicly available study source,6,6,0,6,0,0
prom_head_smut_isolate_variability_2024,prom_head_smut_isolate_variability_2024,head_smut,isolate_reaction,isolate_HS52,binary_reaction_R_S,Resistant classification is favorable,Differential line,Publicly available study source,6,6,0,6,0,0
prom_head_smut_isolate_variability_2024,prom_head_smut_isolate_variability_2024,head_smut,isolate_reaction,isolate_HS61,binary_reaction_R_S,Resistant classification is favorable,Differential line,Publicly available study source,6,6,0,6,0,0
prom_head_smut_isolate_variability_2024,prom_head_smut_isolate_variability_2024,head_smut,isolate_reaction,isolate_HS65,binary_reaction_R_S,Resistant classification is favorable,Differential line,Publicly available study source,6,6,0,6,0,0
prom_head_smut_isolate_variability_2024,prom_head_smut_isolate_variability_2024,head_smut,isolate_reaction,isolate_HS66,binary_reaction_R_S,Resistant classification is favorable,Differential line,Publicly available study source,6,6,0,6,0,0
prom_head_smut_isolate_variability_2024,prom_head_smut_isolate_variability_2024,head_smut,isolate_reaction,isolate_HS71,binary_reaction_R_S,Resistant classification is favorable,Differential line,Publicly available study source,6,6,0,6,0,0
prom_head_smut_isolate_variability_2024,prom_head_smut_isolate_variability_2024,head_smut,isolate_reaction,isolate_HS74,binary_reaction_R_S,Resistant classification is favorable,Differential line,Publicly available study source,6,6,0,6,0,0
