Dataset identifier,Study identifier,Disease identifier,Endpoint identifier,Environment identifier,Measurement-scale identifier,Response direction,Study role,Data source,Reported observations (n),Observations in quantitative summaries (n),Descriptive or supporting observations (n),Observations with categorical responses (n),Observations with numerical responses (n),Observations assessed using the candidate criterion (n)
prom_converted_lines_grain_biodeterioration_2016,prom_converted_lines_grain_biodeterioration_2016,grain_mold,field_panicle_grain_mold_severity_combined_lsmean,agrilife_research_farm_burleson_county_texas_2008_2009_combined_f_thapsinum_c_lunata_inoculation,inoculated_field_grain_mold_score_1_5_f_thapsinum_c_lunata,Lower values indicate a more favorable response,Resistant check,Publicly available study source,3,3,0,3,3,0
prom_converted_lines_grain_biodeterioration_2016,prom_converted_lines_grain_biodeterioration_2016,grain_mold,field_panicle_grain_mold_severity_combined_lsmean,agrilife_research_farm_burleson_county_texas_2008_2009_combined_f_thapsinum_c_lunata_inoculation,inoculated_field_grain_mold_score_1_5_f_thapsinum_c_lunata,Lower values indicate a more favorable response,Sorghum converted line,Publicly available study source,60,60,0,60,60,60
prom_converted_lines_grain_biodeterioration_2016,prom_converted_lines_grain_biodeterioration_2016,grain_mold,field_panicle_grain_mold_severity_combined_lsmean,agrilife_research_farm_burleson_county_texas_2008_2009_combined_f_thapsinum_c_lunata_inoculation,inoculated_field_grain_mold_score_1_5_f_thapsinum_c_lunata,Lower values indicate a more favorable response,Susceptible check,Publicly available study source,2,2,0,2,2,0
prom_converted_lines_grain_biodeterioration_2016,prom_converted_lines_grain_biodeterioration_2016,grain_mold,germination_percent_combined_lsmean,agrilife_research_farm_burleson_county_texas_2008_2009_combined_f_thapsinum_c_lunata_inoculation,germination_percent_0_100,Higher values indicate a more favorable response,Resistant check,Publicly available study source,3,3,0,3,3,0
prom_converted_lines_grain_biodeterioration_2016,prom_converted_lines_grain_biodeterioration_2016,grain_mold,germination_percent_combined_lsmean,agrilife_research_farm_burleson_county_texas_2008_2009_combined_f_thapsinum_c_lunata_inoculation,germination_percent_0_100,Higher values indicate a more favorable response,Sorghum converted line,Publicly available study source,60,60,0,59,59,60
prom_converted_lines_grain_biodeterioration_2016,prom_converted_lines_grain_biodeterioration_2016,grain_mold,germination_percent_combined_lsmean,agrilife_research_farm_burleson_county_texas_2008_2009_combined_f_thapsinum_c_lunata_inoculation,germination_percent_0_100,Higher values indicate a more favorable response,Susceptible check,Publicly available study source,2,2,0,2,2,0
prom_converted_lines_grain_biodeterioration_2016,prom_converted_lines_grain_biodeterioration_2016,grain_mold,hundred_seed_weight_g_combined_lsmean,agrilife_research_farm_burleson_county_texas_2008_2009_combined_f_thapsinum_c_lunata_inoculation,hundred_seed_weight_g,Descriptive endpoint,Resistant check,Publicly available study source,3,3,0,3,3,0
prom_converted_lines_grain_biodeterioration_2016,prom_converted_lines_grain_biodeterioration_2016,grain_mold,hundred_seed_weight_g_combined_lsmean,agrilife_research_farm_burleson_county_texas_2008_2009_combined_f_thapsinum_c_lunata_inoculation,hundred_seed_weight_g,Descriptive endpoint,Sorghum converted line,Publicly available study source,60,60,0,56,56,60
prom_converted_lines_grain_biodeterioration_2016,prom_converted_lines_grain_biodeterioration_2016,grain_mold,hundred_seed_weight_g_combined_lsmean,agrilife_research_farm_burleson_county_texas_2008_2009_combined_f_thapsinum_c_lunata_inoculation,hundred_seed_weight_g,Descriptive endpoint,Susceptible check,Publicly available study source,2,2,0,1,1,0
prom_differentials_other_diseases_niger_2020,prom_differentials_other_diseases_niger_2020,anthracnose,reported_incidence_percent,maradi_niger_natural_infection,incidence_percent_0_100,Lower values indicate a more favorable response,Anthracnose differential line,Publicly available study source,7,7,0,7,7,0
prom_differentials_other_diseases_niger_2020,prom_differentials_other_diseases_niger_2020,anthracnose,reported_incidence_percent,maradi_niger_natural_infection,incidence_percent_0_100,Lower values indicate a more favorable response,Anthracnose susceptible check,Publicly available study source,3,3,0,3,3,0
prom_differentials_other_diseases_niger_2020,prom_differentials_other_diseases_niger_2020,anthracnose,reported_incidence_percent,maradi_niger_natural_infection,incidence_percent_0_100_or_reported_absence_dash,Lower values indicate a more favorable response,Anthracnose differential line,Publicly available study source,8,8,0,8,0,0
prom_differentials_other_diseases_niger_2020,prom_differentials_other_diseases_niger_2020,anthracnose,reported_incidence_percent,maradi_niger_natural_infection,incidence_percent_0_100_or_reported_absence_dash,Lower values indicate a more favorable response,Anthracnose resistant check differential,Publicly available study source,1,1,0,1,0,0
prom_differentials_other_diseases_niger_2020,prom_differentials_other_diseases_niger_2020,anthracnose,reported_incidence_percent,tillaberi_niger_natural_infection,incidence_percent_0_100,Lower values indicate a more favorable response,Anthracnose differential line,Publicly available study source,4,4,0,4,4,0
prom_differentials_other_diseases_niger_2020,prom_differentials_other_diseases_niger_2020,anthracnose,reported_incidence_percent,tillaberi_niger_natural_infection,incidence_percent_0_100,Lower values indicate a more favorable response,Anthracnose susceptible check,Publicly available study source,3,3,0,3,3,0
prom_differentials_other_diseases_niger_2020,prom_differentials_other_diseases_niger_2020,anthracnose,reported_incidence_percent,tillaberi_niger_natural_infection,incidence_percent_0_100_or_reported_absence_dash,Lower values indicate a more favorable response,Anthracnose differential line,Publicly available study source,11,11,0,11,0,0
prom_differentials_other_diseases_niger_2020,prom_differentials_other_diseases_niger_2020,anthracnose,reported_incidence_percent,tillaberi_niger_natural_infection,incidence_percent_0_100_or_reported_absence_dash,Lower values indicate a more favorable response,Anthracnose resistant check differential,Publicly available study source,1,1,0,1,0,0
prom_differentials_other_diseases_niger_2020,prom_differentials_other_diseases_niger_2020,bacterial_leaf_streak_or_stripe_unresolved,reported_incidence_percent,maradi_niger_natural_infection,incidence_percent_0_100,Lower values indicate a more favorable response,Anthracnose differential line,Publicly available study source,2,2,0,2,2,0
prom_differentials_other_diseases_niger_2020,prom_differentials_other_diseases_niger_2020,leaf_blight,reported_incidence_percent,maradi_niger_natural_infection,incidence_percent_0_100,Lower values indicate a more favorable response,Anthracnose differential line,Publicly available study source,13,13,0,13,13,0
prom_differentials_other_diseases_niger_2020,prom_differentials_other_diseases_niger_2020,leaf_blight,reported_incidence_percent,maradi_niger_natural_infection,incidence_percent_0_100,Lower values indicate a more favorable response,Anthracnose resistant check differential,Publicly available study source,1,1,0,1,1,0
prom_differentials_other_diseases_niger_2020,prom_differentials_other_diseases_niger_2020,leaf_blight,reported_incidence_percent,maradi_niger_natural_infection,incidence_percent_0_100,Lower values indicate a more favorable response,Anthracnose susceptible check,Publicly available study source,3,3,0,3,3,0
prom_differentials_other_diseases_niger_2020,prom_differentials_other_diseases_niger_2020,leaf_blight,reported_incidence_percent,maradi_niger_natural_infection,incidence_percent_0_100_or_reported_absence_dash,Lower values indicate a more favorable response,Anthracnose differential line,Publicly available study source,2,2,0,2,0,0
prom_differentials_other_diseases_niger_2020,prom_differentials_other_diseases_niger_2020,leaf_blight,reported_incidence_percent,tillaberi_niger_natural_infection,incidence_percent_0_100,Lower values indicate a more favorable response,Anthracnose differential line,Publicly available study source,15,15,0,15,15,0
prom_differentials_other_diseases_niger_2020,prom_differentials_other_diseases_niger_2020,leaf_blight,reported_incidence_percent,tillaberi_niger_natural_infection,incidence_percent_0_100,Lower values indicate a more favorable response,Anthracnose resistant check differential,Publicly available study source,1,1,0,1,1,0
prom_differentials_other_diseases_niger_2020,prom_differentials_other_diseases_niger_2020,leaf_blight,reported_incidence_percent,tillaberi_niger_natural_infection,incidence_percent_0_100,Lower values indicate a more favorable response,Anthracnose susceptible check,Publicly available study source,3,3,0,3,3,0
prom_differentials_other_diseases_niger_2020,prom_differentials_other_diseases_niger_2020,long_smut,reported_incidence_percent,maradi_niger_natural_infection,incidence_percent_0_100,Lower values indicate a more favorable response,Anthracnose differential line,Publicly available study source,4,4,0,4,4,0
prom_differentials_other_diseases_niger_2020,prom_differentials_other_diseases_niger_2020,long_smut,reported_incidence_percent,maradi_niger_natural_infection,incidence_percent_0_100,Lower values indicate a more favorable response,Anthracnose susceptible check,Publicly available study source,1,1,0,1,1,0
prom_differentials_other_diseases_niger_2020,prom_differentials_other_diseases_niger_2020,long_smut,reported_incidence_percent,maradi_niger_natural_infection,incidence_percent_0_100_or_reported_absence_dash,Lower values indicate a more favorable response,Anthracnose differential line,Publicly available study source,11,11,0,11,0,0
prom_differentials_other_diseases_niger_2020,prom_differentials_other_diseases_niger_2020,long_smut,reported_incidence_percent,maradi_niger_natural_infection,incidence_percent_0_100_or_reported_absence_dash,Lower values indicate a more favorable response,Anthracnose resistant check differential,Publicly available study source,1,1,0,1,0,0
prom_differentials_other_diseases_niger_2020,prom_differentials_other_diseases_niger_2020,long_smut,reported_incidence_percent,maradi_niger_natural_infection,incidence_percent_0_100_or_reported_absence_dash,Lower values indicate a more favorable response,Anthracnose susceptible check,Publicly available study source,2,2,0,2,0,0
prom_differentials_other_diseases_niger_2020,prom_differentials_other_diseases_niger_2020,long_smut,reported_incidence_percent,tillaberi_niger_natural_infection,incidence_percent_0_100,Lower values indicate a more favorable response,Anthracnose differential line,Publicly available study source,6,6,0,6,6,0
prom_differentials_other_diseases_niger_2020,prom_differentials_other_diseases_niger_2020,long_smut,reported_incidence_percent,tillaberi_niger_natural_infection,incidence_percent_0_100,Lower values indicate a more favorable response,Anthracnose susceptible check,Publicly available study source,3,3,0,3,3,0
prom_differentials_other_diseases_niger_2020,prom_differentials_other_diseases_niger_2020,long_smut,reported_incidence_percent,tillaberi_niger_natural_infection,incidence_percent_0_100_or_reported_absence_dash,Lower values indicate a more favorable response,Anthracnose differential line,Publicly available study source,9,9,0,9,0,0
prom_differentials_other_diseases_niger_2020,prom_differentials_other_diseases_niger_2020,long_smut,reported_incidence_percent,tillaberi_niger_natural_infection,incidence_percent_0_100_or_reported_absence_dash,Lower values indicate a more favorable response,Anthracnose resistant check differential,Publicly available study source,1,1,0,1,0,0
prom_differentials_other_diseases_niger_2020,prom_differentials_other_diseases_niger_2020,oval_leaf_spot,reported_incidence_percent,maradi_niger_natural_infection,incidence_percent_0_100,Lower values indicate a more favorable response,Anthracnose differential line,Publicly available study source,8,8,0,8,8,0
prom_differentials_other_diseases_niger_2020,prom_differentials_other_diseases_niger_2020,oval_leaf_spot,reported_incidence_percent,maradi_niger_natural_infection,incidence_percent_0_100,Lower values indicate a more favorable response,Anthracnose susceptible check,Publicly available study source,3,3,0,3,3,0
prom_differentials_other_diseases_niger_2020,prom_differentials_other_diseases_niger_2020,oval_leaf_spot,reported_incidence_percent,maradi_niger_natural_infection,incidence_percent_0_100_or_reported_absence_dash,Lower values indicate a more favorable response,Anthracnose differential line,Publicly available study source,7,7,0,7,0,0
prom_differentials_other_diseases_niger_2020,prom_differentials_other_diseases_niger_2020,oval_leaf_spot,reported_incidence_percent,maradi_niger_natural_infection,incidence_percent_0_100_or_reported_absence_dash,Lower values indicate a more favorable response,Anthracnose resistant check differential,Publicly available study source,1,1,0,1,0,0
prom_differentials_other_diseases_niger_2020,prom_differentials_other_diseases_niger_2020,oval_leaf_spot,reported_incidence_percent,tillaberi_niger_natural_infection,incidence_percent_0_100,Lower values indicate a more favorable response,Anthracnose differential line,Publicly available study source,7,7,0,7,7,0
